blueWins,blueFirstBlood,KDA,blueDragons,blueHeralds,blueTowersDestroyed,blueGoldDiff,blueExperienceDiff
0,1,2.6,0,0,0,-384,-2030
0,1,7.5,0,1,0,2485,2934
1,1,4.33,1,0,0,4197,3107
0,0,1,0,0,0,-1744,-1555
0,1,2.63,0,0,0,654,478
1,0,8,1,0,0,4389,5412
1,1,6.25,1,0,0,3692,4028
1,0,3.25,1,0,0,172,-278
0,0,1.33,0,0,0,-488,-98
0,0,1.5,0,0,0,-1791,507
0,0,0.89,0,0,0,-3225,-1705
1,1,3.5,1,0,0,2367,-249
0,1,3.75,0,0,0,1797,-723
0,1,1.5,0,0,0,-1356,-1064
1,0,1.8,0,0,0,-207,-251
0,0,0.6,1,0,0,-2691,-1778
1,0,9,1,1,1,3734,2743
0,0,2.83,0,0,0,567,-789
0,0,1.33,1,0,0,-892,-818
0,0,0.6,0,0,0,-3231,-3010
1,0,1.63,0,0,0,1591,1901
0,0,4.33,0,0,0,1998,572
0,0,0.3,0,0,0,-7839,-3333
1,1,7,1,0,0,3222,1012
1,0,20,1,0,0,1715,1548
0,0,0.36,0,0,0,-5088,-2609
1,0,1.7,0,1,2,1082,14
1,1,10,0,0,0,1887,519
1,1,3.86,0,0,0,2795,999
0,0,2.6,0,0,0,549,224
1,0,1.33,0,0,0,96,466
0,0,1.17,0,0,0,-1015,-1751
1,1,8.5,1,0,0,2474,1015
1,0,2.5,1,0,0,-111,1062
0,1,3.5,1,0,0,1375,109
0,0,0.33,0,0,0,-2507,-1567
0,1,2.5,1,0,0,201,-979
0,0,4,0,1,0,3152,2104
0,1,2.6,0,0,0,120,-497
1,1,2.5,0,0,0,1377,-221
1,1,4.67,0,1,0,3071,2643
1,1,9,1,0,1,6148,3541
1,1,4.5,1,0,0,295,791
1,1,1.6,0,0,0,451,1157
1,0,3.6,0,0,0,732,280
0,0,3.14,0,0,0,920,-386
0,0,1.56,0,0,0,-2039,-2297
0,0,0.44,0,0,0,-5036,-2248
0,0,1.5,1,0,0,-540,1330
0,0,2.1,0,1,0,-1319,-840
1,1,3.6,0,0,0,2555,2123
0,1,1.5,1,0,0,-2663,-2578
1,1,1,0,1,0,17,44
0,1,2,0,0,0,-859,-1186
0,1,1.83,0,0,0,61,1120
1,1,1,0,1,0,-1761,-385
1,0,3,1,0,0,1076,1282
1,1,2.5,0,0,0,2198,1355
0,1,2.67,0,0,0,626,98
1,0,2.67,1,0,0,911,449
1,1,4.5,0,0,0,4666,4288
1,0,2.2,1,1,1,1167,-431
0,0,1.25,0,0,0,-2454,-1437
0,0,0.43,0,1,0,-3580,-2967
0,1,5.75,0,0,0,4185,3377
1,0,7.5,0,0,0,1899,308
1,0,1,0,0,0,-435,-427
0,0,1.29,1,0,0,-3025,-1823
0,0,1,0,0,0,-3035,188
0,1,2.38,0,0,0,118,-532
0,0,3.2,0,0,0,1004,1446
1,0,1.75,1,0,0,725,626
1,1,3.67,1,0,0,3316,2032
0,1,1.13,0,0,0,-1400,-644
1,0,10,1,0,0,1824,1204
0,1,2.4,0,1,0,817,350
1,1,4.5,0,0,0,3170,1984
0,0,2,0,0,0,-6,1004
1,1,3.67,0,0,0,2896,1330
1,1,10,1,0,0,4991,3364
0,0,0.71,0,1,0,-2639,-953
1,0,4.2,1,1,0,2087,650
1,0,0.4,0,1,0,-1933,15
0,1,5,1,0,0,2975,3977
0,1,2.8,0,0,0,2783,1603
0,1,2.25,1,0,0,-1555,-1025
1,0,1.75,1,0,0,-2565,-1593
0,0,0.4,1,0,0,-673,-48
1,1,12,0,1,0,4012,3080
1,1,1.57,1,0,0,-981,-994
0,0,0.22,0,0,0,-4557,-3571
0,0,2.4,0,0,0,811,241
1,1,8,0,0,1,6375,3949
1,0,1.78,1,0,0,557,1853
1,0,5.33,0,1,0,3183,1321
1,0,0,0,0,0,-1148,-818
0,0,1.25,0,1,0,-447,676
0,0,1.25,0,0,0,53,-48
0,0,2.3,1,0,0,-840,949
1,1,5.5,0,1,0,1187,285
1,0,1.2,1,0,0,-1753,-1095
1,0,2.29,0,0,0,-172,1613
1,1,1.71,1,0,0,777,1580
1,1,8,1,0,0,1906,1369
1,0,3.6,0,0,0,2310,1946
0,0,0.6,0,0,0,-1213,-276
1,0,3,0,1,0,2488,2722
1,0,2.33,0,1,0,1399,2616
1,0,2.5,0,0,0,1376,1018
1,1,3.67,1,0,0,265,241
0,0,1.43,0,1,0,-1782,-1311
1,1,2,1,0,0,-535,-691
0,1,2.5,0,0,0,-727,-675
1,1,4.75,1,0,0,3805,3162
1,1,21,1,0,1,5797,4456
1,1,5.33,0,0,0,3539,2952
1,0,1.4,0,1,0,-3183,-1884
0,0,0.63,0,0,0,-4033,-1850
0,1,2,0,0,0,-1176,-671
1,1,0.83,1,1,0,-1402,-2295
0,1,2.4,0,0,0,761,830
0,1,1.88,0,0,0,1038,454
0,0,0.5,0,0,0,-6402,-4189
0,0,0.91,0,0,0,-5427,-4559
0,1,2.11,0,0,0,-194,431
1,0,1,0,0,0,-2263,-1397
0,0,2.44,0,1,0,1693,1979
0,0,1,0,1,0,-2231,-857
1,1,4.5,1,0,0,3362,3874
1,0,4.2,0,1,1,2840,1792
0,0,1.56,0,0,0,-2606,-3164
1,0,2.86,0,0,0,1884,1452
1,1,3,1,0,0,2849,1925
1,0,1,0,0,0,-3756,-3280
1,0,9,1,0,0,2577,2588
1,0,1,1,0,0,-1777,52
0,0,0.57,0,1,0,-1526,-1082
1,1,2.67,1,0,0,338,-232
1,0,1.29,0,0,0,-758,920
1,1,21,1,0,1,5062,1996
0,1,4.2,1,1,0,3367,1963
0,0,0.88,1,0,0,-4591,-1620
0,1,3,0,1,0,121,264
0,0,0.5,0,0,0,-1635,-1467
1,1,6.67,1,0,0,4756,3562
1,1,7.33,1,1,0,3848,2704
1,1,2.4,0,0,0,463,275
0,0,3.6,0,1,0,3305,2586
1,1,3.86,1,0,0,2473,565
0,0,1.8,1,0,0,153,713
1,1,9.5,1,0,0,3125,1784
1,1,2.55,0,0,0,2352,133
0,0,0.78,1,1,0,-454,23
0,0,1.57,0,1,0,-1840,-2402
0,1,2.57,1,1,0,900,-802
0,1,2.4,0,0,0,96,-21
0,0,1,0,0,0,-2004,-1407
0,0,1.2,0,0,0,-2761,-2185
1,1,1.2,1,0,0,-633,-1323
0,0,1.17,0,0,0,-1558,-1782
0,1,5.33,1,0,0,393,-1055
0,0,1.63,1,0,0,-873,308
1,1,2.71,1,1,0,1063,553
0,0,0,0,0,0,-3752,-3349
0,1,2,1,0,0,1550,2512
0,1,2.6,0,0,0,611,381
1,0,1.13,0,0,0,-616,728
1,0,2.5,1,1,0,151,1281
1,1,5,0,0,0,1518,-5
1,1,3.8,1,1,0,1241,2416
1,1,2,0,0,0,780,74
1,1,2.08,0,0,0,-2725,-3568
0,1,2.33,0,1,0,37,-905
1,0,2.43,1,0,0,815,590
1,0,2.67,0,0,0,951,2193
0,0,0.8,0,0,0,-4885,-3111
0,0,0.63,0,0,0,-4527,-3126
1,1,2.33,1,0,0,1239,-1051
1,1,1.33,1,0,0,-988,-1427
1,1,6.5,0,1,0,2216,1580
0,1,1.6,1,1,0,-101,-1320
1,1,1.75,0,1,0,225,824
0,0,0,0,0,0,-4737,-3600
1,1,5,1,0,0,3742,3229
0,1,0.8,1,0,0,-1866,-1885
1,1,8,1,0,0,1997,1560
0,1,0.43,0,0,0,-2794,-2624
1,1,3.63,1,0,0,1236,1018
0,1,1,1,0,0,-13,-1792
1,1,2.67,0,0,0,1128,498
0,1,1.57,0,0,0,-529,-54
0,0,1.83,0,0,0,-486,-137
1,1,1.5,0,0,0,-1445,-736
0,0,0,0,0,0,-2727,-4122
0,1,4.25,1,0,0,1036,-663
0,0,2,0,0,0,-799,-588
0,0,1.3,0,0,0,-4413,-1993
0,1,1.67,0,1,0,-153,79
0,0,1.08,0,0,0,-2286,-976
0,0,1.4,0,0,0,-1002,-378
1,1,5.67,1,1,0,7125,3657
1,0,4.33,1,0,0,840,196
1,0,1.63,0,1,1,468,558
1,0,3.2,1,0,0,248,582
0,0,0.6,0,0,0,-3832,-3324
1,1,11,1,0,1,8284,4654
1,1,4.5,0,0,0,1295,1167
1,0,1,1,0,0,-3331,-3464
1,0,3,1,1,0,1049,811
0,1,1.5,1,0,0,-1305,-2023
0,0,1,0,0,0,-3739,-3541
1,1,2.4,1,1,0,-252,77
0,0,1.6,0,0,0,-809,411
0,1,0.8,0,0,0,-2062,-1466
0,0,2.14,1,0,0,-84,570
1,1,3,0,0,0,628,-243
1,0,4.4,0,0,0,1344,2079
0,0,0.78,1,0,0,-3848,-2091
0,1,3.25,1,0,0,1515,590
0,0,1.57,0,0,0,462,1726
1,1,3.71,1,0,0,1058,1196
0,1,1.25,0,0,0,-554,-483
1,1,1.29,0,0,0,-460,-842
0,1,1.29,0,0,0,-1130,-347
0,0,0.44,0,1,0,-3919,-3135
1,0,2.67,0,0,0,-677,-67
0,1,1.33,0,0,0,-819,-1926
1,0,2,1,0,0,733,810
1,0,1.75,0,0,0,-847,-267
0,1,2,0,0,0,737,1094
1,0,9,1,0,0,1891,603
0,0,1.33,0,0,0,-3130,-2448
1,1,2.5,1,0,0,147,-1425
1,1,3.6,1,0,0,687,563
0,0,0.5,0,0,0,-3180,-3196
0,0,2,0,0,0,-144,-867
0,0,0.67,1,0,0,-6374,-4421
0,1,1.67,0,0,0,-947,-1040
1,0,1.5,0,0,0,-3074,-2611
1,1,2.8,1,0,0,2098,1150
1,0,1.8,0,0,0,-1270,-2363
1,0,1.6,0,0,0,-2089,-2275
1,1,17,0,0,0,3404,2513
1,1,1,0,1,0,-206,-1476
1,1,2.75,1,1,0,1396,2369
0,1,1.43,0,0,0,-2475,-3608
1,0,1.38,0,0,0,-2111,-1385
0,0,2.25,0,0,0,-375,-547
0,1,1.67,1,0,0,-1942,-2662
1,0,1.33,1,0,0,-426,-323
0,0,1.8,1,0,0,-2794,-2688
0,1,0.31,0,0,0,-7218,-5853
0,1,4,0,0,0,1175,963
0,1,1.2,0,0,0,-1420,-1415
0,1,1.71,0,0,0,-265,-872
1,1,0.89,0,0,0,-797,-532
1,0,5.8,1,0,0,3201,2000
0,1,1.14,0,0,0,-632,675
1,1,4,0,0,0,2493,1826
1,0,3.25,0,1,0,3158,2594
0,0,1.88,0,0,0,-1127,-1496
0,1,2,0,0,0,-296,872
1,0,0,0,0,0,-1473,-29
0,1,1.8,0,0,0,810,98
1,0,1.2,0,0,0,-180,-102
1,0,1.25,0,0,0,-839,63
1,0,3.33,0,1,0,1030,914
1,0,1,1,0,0,-885,180
0,1,3,1,0,0,186,-741
0,0,0.78,0,0,0,-3702,-1251
1,1,3.75,0,1,0,3479,2657
0,1,0.67,0,0,0,-4991,-3526
0,1,0.89,1,0,0,-2543,-538
1,1,3.17,0,0,0,1729,2306
0,1,1.57,0,0,0,-1964,-3104
0,0,0.67,1,0,0,-1231,-908
0,0,1.67,0,0,0,-445,141
0,0,2,1,0,0,857,961
0,1,0.78,0,0,0,-2959,-2726
0,1,1.82,0,0,0,-1593,-1157
0,0,0.6,0,0,0,-1441,55
1,1,2.5,1,0,0,-292,-440
0,0,3.7,0,0,0,814,82
1,0,2.5,1,0,1,225,-216
1,1,2.57,0,0,0,2481,1470
0,1,5,0,0,0,1116,1050
0,1,0.57,0,0,0,-3519,-4275
0,1,2.5,0,0,0,1124,1058
1,1,4,0,1,1,2486,2148
0,1,6.25,1,1,0,3373,1784
0,0,0.75,0,0,0,-2595,-1917
1,0,1.45,0,0,0,-590,527
1,1,6.5,0,0,0,3257,2138
1,1,2.67,0,1,0,2610,1716
0,0,1.33,0,0,0,-1297,-856
1,1,1.7,0,0,0,-482,668
1,1,1.33,0,1,1,-1237,753
0,0,1.07,0,1,0,-5335,-1002
1,1,1.5,1,0,0,-1896,-2216
1,1,10,0,0,0,1594,477
1,1,2.33,0,0,0,1989,1106
1,0,5.25,0,1,0,3467,3958
0,1,0.43,0,1,0,-2267,-2546
0,1,1.29,0,0,0,-1739,-826
0,0,1.71,0,0,0,-950,60
0,0,1.2,0,0,0,-1449,-349
0,0,2.6,0,0,0,611,1342
1,1,3.2,0,1,0,-720,-1208
0,0,2,0,1,0,516,2485
1,1,1.33,0,0,1,2154,25
0,1,1.33,0,0,0,-1474,-179
0,0,1.17,0,0,0,-3674,-3098
1,0,1.75,0,0,1,1549,-554
0,0,0.4,0,0,0,-2683,-2383
1,0,3.25,0,0,0,267,-52
1,1,3.14,0,0,0,1417,492
1,1,3.5,0,1,0,4074,2842
0,0,1.86,1,0,0,-1571,-1130
1,1,3.25,0,1,0,2068,1158
0,1,3.13,0,0,0,1959,899
1,0,3,0,0,0,36,1099
1,1,4.5,0,0,0,2031,1116
1,1,5.25,0,1,0,1054,-67
1,1,1.71,0,0,0,724,1268
0,0,2.11,1,0,0,54,-321
1,1,4,1,0,0,2050,687
1,0,2,0,0,0,46,881
1,1,2.14,0,1,0,2078,2058
1,1,4.83,0,0,0,5260,2633
0,0,0.86,1,0,0,-2253,-1798
1,0,3,0,0,0,204,-1452
1,1,6,1,1,1,5742,3475
0,1,5,0,0,0,2683,1740
1,1,4.29,1,1,0,5040,2681
0,0,3,0,0,0,76,98
1,0,2.4,0,0,0,811,1501
0,1,6.5,0,1,0,2191,1140
1,1,4.4,1,1,0,3046,1162
1,0,2,0,0,0,671,804
0,1,1.14,0,0,0,-158,-67
1,0,4.8,0,0,0,2584,2273
1,1,3,0,0,0,1059,919
0,1,1.75,0,0,0,-1761,37
0,1,2.25,1,0,0,1827,972
0,0,1.44,0,0,0,-2448,-1976
1,0,0.88,1,0,0,-2088,-870
0,1,4.57,1,0,0,1373,57
0,1,3.4,0,0,0,1733,862
1,1,1.5,1,1,0,-335,-213
1,0,4.75,0,0,0,2915,3259
0,0,1,0,0,0,-2499,-1870
1,0,1.1,0,0,0,-1343,-1261
0,0,2,1,0,0,-742,-750
1,0,0.86,0,1,0,-3047,-612
0,0,0.8,0,0,0,-1828,-1146
0,1,2.13,0,1,0,-1784,-889
0,1,2.14,1,0,0,-260,-369
0,1,4,0,0,0,1465,201
1,0,3.4,0,0,0,2427,2365
1,1,8.33,1,0,1,4230,3209
0,0,1,0,0,0,-3584,-3674
0,0,0.5,0,0,0,-3260,-1060
1,1,4.2,0,0,0,988,581
1,0,4,0,0,0,1398,1802
0,1,1.5,0,1,0,-986,-1894
1,1,2.33,0,0,0,439,-524
0,1,2.83,1,1,0,2120,2095
0,1,5.67,1,0,0,1642,-1085
0,1,3.2,1,0,0,1480,721
0,0,2.8,0,0,0,750,867
1,1,4.67,0,1,0,1714,1369
0,1,1.5,0,0,0,-1493,-382
1,1,2,1,0,0,599,267
1,1,2.18,0,0,0,981,369
1,0,3,0,0,0,67,-303
0,1,1,0,0,0,-1404,-2296
1,0,4,1,0,0,2337,2150
0,0,2.56,0,0,0,601,152
0,0,1,0,1,0,-829,-1232
1,0,4.4,0,0,0,2511,3602
1,0,3,0,0,0,39,-301
1,1,2,1,0,0,-455,-767
1,0,1,1,1,0,-2377,-2713
1,1,9.33,0,0,4,11467,8265
0,1,1.75,0,0,0,-125,-479
0,1,7.5,0,0,0,2880,3031
0,1,4.5,0,0,0,2789,585
1,1,3.5,1,0,0,2254,1555
1,1,7.33,1,0,0,3246,409
0,0,1.8,1,0,0,-1766,-639
0,1,0.42,1,0,0,-4376,-3665
1,0,5.67,1,0,0,2357,2202
1,0,4,1,0,0,2079,1371
1,0,6,1,0,0,4362,2989
0,0,0.71,0,0,0,-3330,-2255
0,1,4.33,1,1,0,1488,1092
0,0,1.78,0,0,0,-561,-489
1,0,2.22,0,1,1,1379,246
1,1,1.75,1,0,0,1250,297
1,0,2.4,1,0,0,464,1383
1,0,1.71,0,0,0,-628,-582
1,0,0.75,0,0,0,-2746,-827
0,1,2,0,0,0,-2340,-2351
1,1,3.57,1,0,0,3034,1636
0,0,0.4,0,0,0,-1664,-990
0,0,1.7,0,0,0,-1428,-671
1,1,3.5,1,0,0,1451,1441
0,1,1.4,0,0,0,-1666,-759
1,0,3,1,0,0,1076,1288
1,0,2.33,0,0,0,-35,1112
0,1,5.5,0,0,0,2480,3168
1,1,6,1,0,0,1717,508
0,0,1.43,0,0,0,-692,-604
1,0,2.33,0,0,0,-1171,-496
1,1,2.67,1,0,0,469,-755
1,0,2.6,1,0,0,-334,-1403
1,1,2,1,0,0,924,1282
1,1,1.25,0,0,0,-827,-981
1,1,0.86,1,0,0,-1631,-1338
0,0,1.67,0,0,0,-2184,-1298
0,1,2.13,1,0,0,-833,-1553
1,1,2.3,1,0,0,-1471,-1810
1,1,5.5,1,0,0,2542,525
1,1,3.4,1,0,0,1468,195
1,0,3.67,0,1,0,2782,4425
0,0,1.44,0,1,0,-2323,-2444
1,0,3.6,1,0,0,2786,3197
0,0,1.57,0,0,0,2209,1640
1,1,10,1,1,0,4961,3591
1,0,3.5,1,0,0,-61,-1738
0,0,1,0,1,0,-38,2015
1,0,3,0,0,0,1912,1686
1,1,3.4,0,0,0,2407,543
1,1,1.6,0,0,0,1078,2430
0,0,1.13,1,0,0,-1489,-2144
0,0,1.15,0,0,0,-2184,-2333
1,1,6,0,0,0,3905,1506
0,0,1,1,0,0,-1433,-394
0,0,0,0,0,0,-3543,-1737
0,1,1.09,1,0,0,-3541,-4118
0,0,2.25,0,0,0,-425,-284
0,0,3.4,0,0,0,2730,3068
1,0,6,1,0,1,4298,2299
0,1,1.25,0,0,0,-1841,-357
1,0,7.67,1,0,0,3022,2631
0,1,7.67,1,0,0,3117,1745
1,1,6,1,0,0,2489,2364
1,0,15,1,0,0,3515,2156
1,1,2.67,1,0,0,1937,766
1,0,3.8,0,0,1,4999,1094
0,0,0.43,0,0,0,-5086,-3284
0,0,2.29,0,0,0,1194,2051
0,1,3.67,0,0,0,923,828
1,1,4.5,1,1,0,1500,-1268
1,0,5,1,1,0,2691,2585
1,1,25,1,0,0,4498,3370
1,0,4.6,1,1,0,2711,2160
1,0,2.4,1,0,0,1300,1783
0,0,0.4,0,0,0,-5553,-4226
0,0,2.75,0,0,0,17,-1014
1,1,3.5,0,0,0,2498,732
1,1,2.63,0,1,0,1323,183
1,0,4.75,1,0,0,2265,2392
1,1,5.33,0,0,0,5956,4568
0,0,1.25,0,0,0,-1075,11
1,0,1.38,0,0,0,-301,71
0,1,1.33,0,0,0,-3364,-1990
1,0,3.75,1,0,0,3109,3007
1,0,4.57,1,0,1,3309,2603
0,1,1.33,0,0,0,-226,972
0,1,2.33,1,0,0,1390,437
0,0,0.85,0,0,0,-3983,-1784
0,0,0,0,0,0,-5961,-4133
1,1,2.67,1,0,0,2249,2480
0,1,1,0,0,0,-981,-1105
1,0,0.8,0,0,0,-1774,-2576
1,1,5.25,0,0,1,6581,3949
0,0,0.9,0,0,0,-2602,-550
1,0,0.58,0,0,0,-2608,-1326
1,1,2.2,1,1,0,1066,-560
1,0,0.6,0,0,0,-3052,-775
0,0,1,0,0,0,-2452,-2422
0,0,1.89,1,1,0,-1330,378
0,1,1,0,0,0,-2942,-1785
0,0,0.8,1,0,0,-546,-1470
1,1,2,0,1,0,268,789
0,0,2.25,0,0,0,-501,-934
0,1,0.57,0,0,0,-2541,-3552
0,1,2.29,1,1,0,942,1300
1,0,2.22,1,0,0,653,462
0,0,3.5,0,0,0,2203,2404
0,0,0.5,0,0,0,-3593,-2516
0,1,2.86,0,0,0,283,165
1,0,3.63,0,0,1,3657,3286
0,0,3.25,0,0,0,793,461
0,0,0.75,0,0,0,-4731,-2817
0,1,1.25,1,1,0,-1332,-1998
1,1,2.25,1,0,0,-253,111
1,0,7.5,1,0,0,832,551
1,1,3.17,1,0,0,1745,1766
1,0,2.14,0,0,0,-355,-560
0,0,0.67,1,0,0,-1883,-1131
1,1,5.5,0,0,0,2061,1314
1,0,1.63,0,0,0,-828,-1255
0,1,4.25,0,0,0,2364,2384
1,0,4.5,0,1,0,2962,1156
0,1,2.75,1,1,0,178,424
1,0,1.5,0,0,0,-3798,-2337
0,0,1.2,0,0,0,-3761,-2475
0,1,1.75,0,0,0,684,-474
0,0,0.86,0,0,0,-2215,-2114
1,1,5.75,0,0,0,3446,1559
0,0,2.11,0,1,0,-1546,-1047
1,0,1,1,1,1,1384,201
1,1,6.5,1,0,0,708,1840
0,1,1.44,0,0,0,-1075,-1160
0,0,0.4,0,1,0,-3798,-2950
1,1,5.5,1,0,0,3326,3001
0,0,1.5,0,0,0,-2337,-1158
1,1,1,1,0,0,-898,-655
0,0,2.75,0,0,0,2939,1636
1,0,0.71,0,0,0,-3768,-2111
0,0,1.17,0,0,0,-1171,-11
0,0,0.9,0,0,0,-2167,-1447
1,1,2.67,1,0,0,498,244
1,1,5.25,0,1,0,4513,3883
0,1,0.92,0,0,0,-4201,-4782
0,0,0.25,0,0,0,-4800,-1308
1,0,7.5,1,1,0,2050,1834
0,0,1.75,0,0,0,-657,-81
1,1,3.67,0,0,0,2245,304
1,1,9.33,1,0,0,4254,3059
0,1,2.43,0,1,1,1156,1711
0,0,1,1,0,0,-455,-1
1,0,2.43,0,0,0,2277,1630
1,1,2.43,1,0,0,928,-128
0,1,10,1,0,0,4607,2975
1,0,1.6,1,0,0,200,532
1,1,3.4,1,0,0,1068,-736
0,1,7,0,1,0,1639,1308
1,0,5,0,1,0,1305,1032
1,1,2.4,1,0,0,1764,2586
0,0,1.1,0,1,0,-2620,-1037
1,0,1,0,0,0,-2142,-1742
0,0,1.67,0,0,0,-938,-729
1,1,3.5,0,0,0,2646,2305
0,0,2,1,0,0,-54,616
0,0,0.86,0,1,1,293,718
0,1,1.29,1,0,0,-1138,-1025
1,0,2.5,1,1,0,360,97
0,0,1.43,0,0,0,-127,515
0,1,0.4,0,0,0,-3160,-3099
1,1,1.67,0,0,0,118,-2044
1,0,0.75,1,0,0,-3205,-2487
1,0,2.09,0,0,0,-206,290
0,1,0.15,0,0,0,-6954,-5631
1,1,6,0,0,0,2471,827
1,0,1.75,0,1,0,-96,827
0,0,1.2,0,0,0,-1567,-713
1,0,1.5,0,0,0,920,1098
0,0,3,1,0,0,-1279,-1122
1,0,1.14,0,1,0,681,2047
0,0,0.22,0,1,0,-3872,-3173
1,1,2.4,1,1,0,1329,1625
0,1,0.88,0,0,0,-1784,-2938
0,0,0.5,0,0,0,-7911,-3435
1,0,2.75,1,0,0,828,-804
0,0,0.5,0,0,0,-3418,-3733
1,1,5.33,0,0,0,2522,2156
0,0,1.2,0,1,0,-2882,-1423
1,0,1.13,0,0,0,-2714,-427
1,1,2,1,0,0,276,-106
0,0,1,0,0,0,-704,-1028
0,1,0.89,1,0,0,-1210,-2064
1,1,3.67,1,1,0,1101,1147
1,1,2.44,1,0,0,371,514
0,0,0.5,0,0,0,-2226,-2642
1,1,1.8,1,0,0,-508,-1263
0,0,0.43,0,0,0,-2971,-1923
1,0,3.67,0,0,0,734,1966
1,0,1.14,1,0,0,956,2176
0,1,5.33,0,0,0,1840,-279
0,0,1,0,0,0,-2138,-990
0,0,0.17,0,0,0,-5403,-4604
0,0,1.33,0,0,0,-1763,-2184
0,0,0.86,0,0,0,-294,321
1,1,6,1,0,0,2806,-579
1,1,22,1,0,0,3119,896
0,0,2.43,0,0,0,-495,934
1,1,7,1,1,0,2905,2774
1,1,1.75,0,0,0,-842,-711
1,1,2.25,0,1,1,1881,635
0,0,0.6,0,0,0,-2883,-3312
0,0,0.14,0,0,0,-5394,-5037
0,0,0.82,0,1,0,-4432,-3639
0,0,1,0,0,0,52,-934
1,0,2.33,0,1,0,1835,393
1,1,2,0,0,0,173,461
0,0,0.6,0,0,0,-1957,422
1,1,1.5,0,0,0,-1633,-2918
1,1,2.83,0,0,0,2635,2531
1,0,0.67,1,0,0,-326,-294
1,1,19,1,0,0,3157,1899
1,1,2.25,0,0,0,-386,-775
1,1,1,0,1,0,-1685,-2902
1,1,2,0,0,0,1962,730
1,1,9,0,1,0,2298,1572
1,1,2,0,0,0,588,1104
0,1,1.69,0,0,0,-2880,-2174
1,0,1.6,0,1,0,-1071,-120
0,0,1.8,1,0,0,-1001,-825
1,1,2.71,0,0,0,1253,-235
1,0,3.5,0,0,0,887,346
0,1,2,0,0,0,702,4
1,1,1.67,0,0,0,-1443,-1629
1,1,4.75,0,0,0,3113,2284
0,1,1.45,1,0,0,-2151,-852
0,1,1.67,0,0,0,204,-344
1,1,2.67,1,0,0,710,288
1,1,1.38,0,0,0,-483,320
1,1,2.2,1,0,0,-643,508
0,1,2.44,1,0,0,436,338
1,1,3.4,0,0,0,2005,2005
1,0,1.75,0,0,0,192,88
1,0,1.4,1,0,0,-675,-2016
0,0,2.43,0,0,0,-869,327
0,1,2,1,0,0,-390,-502
1,1,2.8,0,1,0,2369,2245
1,0,8,1,0,0,3251,2936
0,0,0.67,0,1,0,-1642,-703
0,1,1.22,0,0,0,-1256,-844
1,0,1,0,1,0,-1613,474
1,1,4,1,0,0,2341,2303
1,0,1.55,0,0,0,-1635,-2200
0,1,0.67,0,0,0,66,319
1,1,1.78,0,0,0,995,2657
0,0,2.67,0,0,0,1207,1885
1,0,0.5,0,0,0,-3750,-3108
0,0,1.11,0,0,0,-3240,-2369
1,1,5,0,1,0,1706,1239
1,0,1.17,0,0,0,-2183,-1025
1,1,10,1,1,0,5222,3469
1,0,3.5,0,0,0,755,-289
0,0,1,0,0,0,-2068,36
0,1,1.71,0,0,0,295,857
1,1,3.8,0,0,0,2563,1726
1,1,1.57,0,0,0,763,1025
1,1,2.11,1,0,0,2346,1776
1,1,1.8,0,0,0,113,-518
0,0,2.29,1,0,0,135,794
1,1,1.8,1,1,0,-1063,63
0,0,1.33,0,1,0,59,1149
1,1,7,0,1,0,3579,2473
1,1,1.5,0,0,0,563,-1127
0,0,2.83,0,0,1,2595,776
0,0,0.42,0,0,0,-6134,-6414
1,1,2.4,1,0,0,1284,-1614
1,1,4.2,1,0,0,4042,4968
0,0,1,0,0,0,-817,-1289
1,0,2.25,1,1,0,1118,871
1,1,5,0,0,0,1833,899
1,0,2.67,0,0,0,3052,3581
0,0,0.89,1,0,0,-3559,-3823
0,0,1.42,0,0,0,-1619,265
1,1,2.83,0,1,1,3766,3001
1,1,5,0,0,0,1807,1076
1,0,2,1,1,0,697,951
0,1,3.57,1,1,0,532,-883
0,0,2.8,0,0,0,-824,-976
1,1,22,1,0,0,4294,2844
0,1,2.33,1,0,0,206,-453
1,0,5.75,0,0,0,2851,1140
1,0,0.3,0,0,0,-4331,-3757
1,1,15,0,0,0,4039,1819
0,1,4,0,1,0,2241,639
0,0,2.33,0,0,0,567,1254
0,0,3.17,0,0,0,226,-957
0,0,0.69,1,0,0,-3865,-1779
0,0,0.78,0,0,0,-6282,-4301
1,0,3.88,1,0,0,3072,3561
1,1,2,1,0,0,55,-1918
1,0,3.75,1,1,1,4299,3637
0,0,2.5,0,1,0,1338,1039
1,1,5.33,0,0,0,2185,955
0,0,1.55,1,0,0,-109,158
1,0,3,0,0,0,1196,-85
0,1,1.38,0,0,0,-3028,-3555
0,1,2.43,0,0,0,734,-965
0,0,2.17,1,1,0,-1035,-442
1,0,0.63,0,0,0,-3669,-2489
0,0,1.83,0,0,0,-1833,-393
1,1,1.6,1,0,0,714,-176
0,0,1.33,1,0,0,-1652,466
0,1,0.17,0,0,0,-4840,-4530
1,1,3.8,0,1,1,3247,576
1,1,5.5,0,0,0,1343,519
0,0,2,0,0,0,36,-325
0,0,1.33,0,0,0,-879,254
1,0,0.56,0,0,0,-3941,-3623
0,1,2.13,1,0,0,-987,-1705
0,0,0.75,0,0,0,-3294,-2723
0,0,0.91,1,0,0,-2198,-1633
1,0,1,0,0,0,-3916,-1400
1,1,1.78,0,0,0,-1342,-1278
1,0,4,0,1,0,1942,1658
